day_id;event_time;event_id;event_type;user_id;worker_id;profile;routine;resource;planned_order;assistance;cardio_planned;cable_planned;speed_m_per_min;origin;destination;duration_min;wait_min;outcome;water_liters;towel_count;stock_after;dissatisfaction
D012;549,29;1405;visit;U-0184;;intense;pull;gym;;;False;True;61,68;;1;45,17;0,0;completed;;;20,0;0,0
D012;549,473;1406;registration;U-0183;R-02;flexible;;R-02;;;;;;;7;1,72;0,0;completed;;2,0;;
D012;549,533;1407;registration;U-0184;R-01;intense;;R-01;;;;;;;7;2,28;0,0;completed;;2,0;;
D012;549,604;1408;visit;U-0185;;standard;upper;gym;;;False;False;62,66;;1;39,41;10,01;completed;;;24,0;0,05
D012;550,131;1409;exercise;U-0179;;flexible;legs;leg_press;1,0;False;;;;32;32;8,405;0,0;completed;0,559;;0,26;
D012;551,197;1410;registration;U-0185;R-02;standard;;R-02;;;;;;;7;2,53;1,35;completed;;2,0;;
D012;551,221;1411;exercise;U-0176;;flexible;legs;leg_press;1,0;False;;;;26;26;12,693;0,0;completed;0,296;;0,49;
D012;551,351;1412;exercise;U-0175;;standard;upper;lat_pulldown;2,0;False;;;;36;36;8,578;0,0;completed;0,336;;0,63;
D012;551,413;1413;exercise;U-0183;;flexible;upper;biceps_curl;4,0;False;;;;33;33;5,518;0,0;completed;0,462;;0,94;
D012;552,124;1414;exercise;U-0184;;intense;pull;seated_row;1,0;False;;;;15;15;8,9;0,0;completed;0,578;;1,06;
D012;552,18;1415;assistance;U-0180;PT-02;flexible;;cable-01;;;;;;;8;;0,09;arrived;;;;
D012;552,18;1416;worker_travel;;PT-02;;;trainers;;;;;86,95;29;8;0,086;;completed;;;;
D012;552,266;1417;exercise;U-0180;;flexible;pull;cable;4,0;True;;;;8;8;6,829;0,0;completed;0,339;;0,47;
D012;552,487;1418;supply_pickup;U-0174;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;76,0;
D012;553,307;1419;assistance;U-0174;PT-01;standard;;chest_fly-01;;;;;;;46;;2,32;arrived;;;;
D012;553,882;1420;visit;U-0186;;express;pull;gym;;;False;False;93,9;;1;16,24;0,0;completed;;;22,0;0,0
D012;554,033;1421;exercise;U-0185;;standard;upper;shoulder_press;1,0;False;;;;49;49;7,118;0,0;completed;0,132;;0,85;
D012;554,042;1422;registration;U-0186;R-01;express;;R-01;;;;;;;7;1,32;0,0;completed;;2,0;;
D012;554,068;1423;supply_pickup;U-0177;;express;;water;;;;;;;48;0,75;;completed;1,0;;14,5;
D012;554,443;1424;exercise;U-0182;;standard;push;chest_press;1,0;False;;;;42;42;8,647;5,32;completed;0,348;;0,97;
D012;554,61;1425;exercise;U-0181;;standard;push;shoulder_press;2,0;False;;;;45;45;10,391;0,0;completed;0,592;;0,74;
D012;554,937;1426;supply_pickup;U-0177;;express;;towels;;;;;;;44;0,75;;completed;;2,0;74,0;
D012;555,484;1427;worker_travel;;PT-01;;;trainers;;;;;95,62;22;46;0,143;;completed;;;;
D012;555,515;1428;exercise;U-0178;;standard;pull;seated_row;2,0;False;;;;29;29;11,82;0,0;completed;0,29;;0,84;
D012;555,59;1429;exercise;U-0186;;express;pull;lat_pulldown;1,0;False;;;;22;22;5,253;0,0;completed;0,189;;0,72;
D012;555,627;1430;exercise;U-0174;;standard;push;chest_fly;3,0;True;;;;46;46;8,85;0,0;completed;0,374;;0,57;
D012;555,769;1431;exercise;U-0177;;express;legs;leg_curl;3,0;False;;;;31;31;3,509;0,0;completed;0,339;;0,45;
D012;555,85;1432;visit;U-0187;;flexible;upper;gym;;;False;False;57,79;;1;39,39;0,43;completed;;;18,0;0,0
D012;556,049;1433;visit;U-0188;;flexible;upper;gym;;;False;False;66,01;;1;33,66;4,99;completed;;;23,0;0,04
D012;556,11;1434;registration;U-0187;R-02;flexible;;R-02;;;;;;;7;0,96;0,0;completed;;2,0;;
D012;556,276;1435;registration;U-0188;R-01;flexible;;R-01;;;;;;;7;1,1;0,0;completed;;2,0;;
D012;557,409;1436;exercise;U-0187;;flexible;upper;chest_press;1,0;False;;;;47;47;6,62;0,0;completed;0,42;;1,06;
D012;557,526;1437;exercise;U-0188;;flexible;upper;biceps_curl;4,0;False;;;;11;11;5,064;0,0;completed;0,373;;0,94;
D012;557,605;1438;visit;U-0189;;express;upper;gym;;;False;False;90,07;;1;25,35;17,45;incomplete;;;25,0;0,42
D012;557,771;1439;registration;U-0189;R-02;express;;R-02;;;;;;;7;1,06;0,0;completed;;2,0;;
D012;560,066;1440;exercise;U-0186;;express;pull;biceps_curl;2,0;False;;;;33;33;3,802;0,0;completed;0,206;;0,54;
D012;560,107;1441;supply_pickup;U-0179;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;72,0;
D012;560,25;1442;exercise;U-0184;;intense;pull;lat_pulldown;2,0;False;;;;22;22;17,898;0,0;completed;0,478;;0,56;
D012;560,559;1443;visit;U-0190;;flexible;full_body;gym;;;False;False;74,22;;1;39,42;7,0;incomplete;;;18,0;0,14
D012;560,761;1444;registration;U-0190;R-01;flexible;;R-01;;;;;;;7;0,8;0,0;completed;;2,0;;
D012;560,996;1445;supply_pickup;U-0176;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;70,0;
D012;561,08;1446;exercise;U-0179;;flexible;legs;leg_extension;2,0;False;;;;10;10;5,836;0,0;completed;0,202;;0,0;
D012;561,476;1447;exercise;U-0189;;express;upper;chest_press;1,0;False;;;;42;42;5,624;2,45;completed;0,24;;0,81;
D012;561,517;1448;assistance;U-0182;PT-01;standard;;shoulder_press-01;;;;;;;49;;0,29;arrived;;;;
D012;561,69;1449;visit;U-0191;;standard;legs;gym;;;True;False;64,98;;1;44,21;0,0;completed;;;18,0;0,0
D012;561,703;1450;exercise;U-0185;;standard;upper;seated_row;2,0;False;;;;15;15;8,45;0,0;completed;0,294;;0,39;
D012;561,723;1451;exercise;U-0190;;flexible;full_body;leg_press;1,0;False;;;;26;26;5,206;0,0;completed;0,402;;0,95;
D012;561,726;1452;worker_travel;;PT-01;;;trainers;;;;;95,62;46;49;0,078;;completed;;;;
D012;561,746;1453;supply_pickup;U-0175;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;68,0;
D012;561,805;1454;exercise;U-0182;;standard;push;shoulder_press;2,0;True;;;;49;49;10,992;0,0;completed;0,192;;0,7;
D012;561,832;1455;assistance;U-0174;PT-02;standard;;cable-02;;;;;;;43;;2,34;arrived;;;;
D012;561,848;1456;exercise;U-0176;;flexible;legs;leg_curl;3,0;False;;;;31;31;7,586;0,0;completed;0,447;;0,13;
D012;561,913;1457;visit;U-0192;;express;push;gym;;;False;False;85,93;;1;20,96;13,81;incomplete;;;26,0;0,35
D012;561,92;1458;registration;U-0191;R-02;standard;;R-02;;;;;;;7;2,19;0,0;completed;;2,0;;
D012;562,088;1459;registration;U-0192;R-01;express;;R-01;;;;;;;7;1,19;0,0;completed;;2,0;;
D012;562,107;1460;exercise;U-0188;;flexible;upper;chest_fly;3,0;False;;;;46;46;6,484;0,0;completed;0,14;;0,8;
D012;563,299;1461;exercise;U-0175;;standard;upper;shoulder_press;3,0;False;;;;45;45;6,528;0,76;completed;0,374;;0,43;
D012;563,334;1462;supply_pickup;U-0181;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;66,0;
D012;564,032;1463;worker_travel;;PT-02;;;trainers;;;;;86,95;8;43;0,144;;completed;;;;
D012;564,084;1464;supply_pickup;U-0186;;express;;towels;;;;;;;44;0,75;;completed;;2,0;64,0;
D012;564,176;1465;exercise;U-0174;;standard;push;cable;4,0;True;;;;43;43;3,78;0,0;completed;0,166;;0,39;
D012;564,364;1466;exercise;U-0191;;standard;legs;leg_press;1,0;False;;;;32;32;14,43;0,0;completed;0,412;;0,85;
D012;564,621;1467;exercise;U-0183;;flexible;upper;chest_press;1,0;False;;;;47;47;7,366;5,93;completed;0,334;;0,73;
D012;564,827;1468;exercise;U-0187;;flexible;upper;lat_pulldown;2,0;False;;;;36;36;5,019;0,0;completed;0,223;;0,87;
D012;564,834;1469;supply_pickup;U-0180;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;62,0;
D012;564,908;1470;exercise;U-0186;;express;pull;seated_row;3,0;False;;;;29;29;3,855;0,0;completed;0,254;;0,25;
D012;565,584;1471;supply_pickup;U-0178;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;60,0;
D012;565,914;1472;visit;U-0193;;express;legs;gym;;;True;False;84,29;;1;24,57;5,0;incomplete;;;22,0;0,16
D012;566,092;1473;registration;U-0193;R-01;express;;R-01;;;;;;;7;0,67;0,0;completed;;2,0;;
D012;566,376;1474;supply_pickup;U-0185;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;58,0;
D012;566,473;1475;exercise;U-0178;;standard;pull;biceps_curl;3,0;False;;;;33;33;7,833;0,0;completed;0,358;;0,53;
D012;566,606;1476;visit;U-0194;;standard;push;gym;;;False;False;63,68;;1;47,31;24,02;incomplete;;;15,0;0,27
D012;566,716;1477;exercise;U-0181;;standard;push;chest_fly;3,0;False;;;;46;46;6,171;2,56;completed;0,181;;0,36;
D012;566,842;1478;registration;U-0194;R-02;standard;;R-02;;;;;;;7;2,16;0,0;completed;;2,0;;
D012;567,126;1479;supply_pickup;U-0188;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;56,0;
D012;567,159;1480;supply_pickup;U-0179;;flexible;;water;;;;;;;48;0,75;;completed;1,25;;13,25;
D012;567,284;1481;exercise;U-0192;;express;push;chest_press;1,0;False;;;;42;42;4,594;3,81;completed;0,233;;0,8;
D012;568,056;1482;exercise;U-0188;;flexible;upper;seated_row;2,0;False;;;;15;15;8,723;0,0;completed;0,173;;0,58;
D012;568,265;1483;exercise;U-0179;;flexible;legs;cable;4,0;False;;;;8;8;5,872;0,0;completed;0,43;;0,96;
D012;568,817;1484;cardio;U-0176;;flexible;legs;treadmill;;;True;;;35;35;18,495;0,0;completed;;;;
D012;569,287;1485;visit;U-0195;;flexible;upper;gym;;;True;False;75,06;;1;53,28;5,48;completed;;;13,0;0,04
D012;569,37;1486;visit;U-0196;;express;pull;gym;;;False;True;90,6;;1;29,16;11,93;incomplete;;;18,0;0,21
D012;569,487;1487;registration;U-0195;R-01;flexible;;R-01;;;;;;;7;2,86;0,0;completed;;2,0;;
D012;569,535;1488;registration;U-0196;R-02;express;;R-02;;;;;;;7;1,07;0,0;completed;;2,0;;
D012;569,635;1489;visit;U-0197;;intense;push;gym;;;False;False;52,88;;1;46,34;13,81;completed;;;14,0;0,04
D012;569,767;1490;assistance;U-0175;PT-01;standard;;seated_row-02;;;;;;;29;;1,36;arrived;;;;
D012;570,606;1491;registration;U-0197;R-02;intense;;R-02;;;;;;;7;1,89;0,69;completed;;2,0;;
D012;570,932;1492;worker_travel;;PT-01;;;trainers;;;;;95,62;49;29;0,196;;completed;;;;
D012;571,128;1493;exercise;U-0175;;standard;upper;seated_row;4,0;True;;;;29;29;10,513;1,29;completed;0,316;;0,19;
D012;571,139;1494;supply_pickup;U-0182;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;54,0;
D012;571,743;1495;visit;U-0198;;standard;upper;gym;;;True;False;72,96;;1;81,39;14,35;completed;;;25,0;0,07
D012;571,901;1496;exercise;U-0193;;express;legs;leg_press;1,0;False;;;;;;;;omitted;;;;
D012;571,96;1497;exercise;U-0193;;express;legs;leg_extension;2,0;False;;;;12;12;5,047;0,0;completed;0,242;;0,58;
D012;572,189;1498;supply_pickup;U-0183;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;52,0;
D012;572,202;1499;exercise;U-0185;;standard;upper;chest_fly;3,0;False;;;;46;46;4,43;5,0;completed;0,185;;0,23;
D012;572,345;1500;exercise;U-0180;;flexible;pull;lat_pulldown;1,0;False;;;;36;36;10,014;6,68;completed;0,133;;0,1;
D012;572,35;1501;registration;U-0198;R-01;standard;;R-01;;;;;;;7;1,0;0,4;completed;;2,0;;
D012;572,35;1502;exercise;U-0194;;standard;push;chest_press;1,0;False;;;;42;42;6,159;3,08;completed;0,388;;0,9;
D012;572,451;1503;exercise;U-0189;;express;upper;lat_pulldown;2,0;False;;;;;;;;omitted;;;;
D012;572,483;1504;exercise;U-0195;;flexible;upper;biceps_curl;4,0;False;;;;11;11;7,863;0,0;completed;0,335;;0,79;
D012;572,784;1505;visit;U-0199;;standard;legs;gym;;;False;True;64,02;;1;44,88;0,0;completed;;;13,0;0,0
D012;572,857;1506;exercise;U-0197;;intense;push;chest_press;1,0;False;;;;47;47;8,942;0,0;completed;0,412;;0,93;
D012;572,939;1507;supply_pickup;U-0187;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;50,0;
D012;572,976;1508;exercise;U-0183;;flexible;upper;shoulder_press;3,0;False;;;;45;45;6,644;0,0;completed;0,25;;0,45;
D012;573,018;1509;registration;U-0199;R-02;standard;;R-02;;;;;;;7;1,7;0,0;completed;;2,0;;
D012;573,559;1510;exercise;U-0196;;express;pull;lat_pulldown;1,0;False;;;;22;22;4,472;2,72;completed;0,334;;0,69;
D012;573,591;1511;exercise;U-0190;;flexible;full_body;leg_curl;4,0;False;;;;24;24;6,383;0,0;completed;0,181;;0,69;
D012;573,711;1512;supply_pickup;U-0184;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;48,0;
D012;573,905;1513;assistance;U-0187;PT-02;flexible;;shoulder_press-01;;;;;;;49;;0,43;arrived;;;;
D012;574,167;1514;worker_travel;;PT-02;;;trainers;;;;;86,95;43;49;0,172;;completed;;;;
D012;574,34;1515;exercise;U-0187;;flexible;upper;shoulder_press;3,0;True;;;;49;49;7,014;0,0;completed;0,24;;0,72;
D012;574,647;1516;exercise;U-0184;;intense;pull;biceps_curl;3,0;False;;;;33;33;8,901;0,0;completed;0,278;;0,2;
D012;574,909;1517;exercise;U-0199;;standard;legs;leg_press;1,0;False;;;;26;26;6,704;0,0;completed;0,315;;0,89;
D012;576,003;1518;exercise;U-0193;;express;legs;leg_curl;3,0;False;;;;31;31;3,471;0,0;completed;0,355;;0,11;
D012;576,547;1519;visit;U-0200;;flexible;full_body;gym;;;True;False;75,31;;1;32,14;14,0;incomplete;;;15,0;0,38
D012;576,547;1520;cardio;U-0200;;flexible;full_body;treadmill;;;True;;;;;;;not_completed;;;;
D012;576,746;1521;registration;U-0200;R-01;flexible;;R-01;;;;;;;7;1,95;0,0;completed;;2,0;;
D012;576,785;1522;exercise;U-0191;;standard;legs;leg_extension;2,0;False;;;;10;10;5,707;0,0;completed;0,566;;0,67;
D012;577,181;1523;visit;U-0201;;standard;upper;gym;;;True;False;69,51;;1;86,81;28,45;completed;;;29,0;0,14
D012;577,396;1524;registration;U-0201;R-02;standard;;R-02;;;;;;;7;2,0;0,0;completed;;2,0;;
D012;577,459;1525;exercise;U-0192;;express;push;chest_fly;2,0;False;;;;;;;;omitted;;;;
D012;577,479;1526;exercise;U-0189;;express;upper;seated_row;3,0;False;;;;;;;;omitted;;;;
D012;577,865;1527;exercise;U-0195;;flexible;upper;seated_row;2,0;False;;;;15;15;7,853;0,0;completed;0,199;;0,56;
D012;578,375;1528;cardio;U-0175;;standard;upper;treadmill;;;True;;;28;28;28,0;0,0;completed;;;;
D012;578,617;1529;exercise;U-0196;;express;pull;biceps_curl;2,0;False;;;;11;11;3,713;0,0;completed;0,355;;0,14;
D012;578,726;1530;visit;U-0202;;standard;full_body;gym;;;False;False;69,81;;1;48,0;11,98;completed;;;13,0;0,06
D012;578,912;1531;exercise;U-0200;;flexible;full_body;leg_press;1,0;False;;;;32;32;8,804;0,0;completed;0,474;;0,73;
D012;578,941;1532;registration;U-0202;R-01;standard;;R-01;;;;;;;7;1,69;0,0;completed;;2,0;;
D012;579,413;1533;cardio;U-0193;;express;legs;treadmill;;;True;;;21;21;9,387;0,0;completed;;;;
D012;579,572;1534;exercise;U-0182;;standard;push;chest_fly;3,0;False;;;;46;46;5,665;7,6;completed;0,331;;0,3;
D012;579,655;1535;exercise;U-0180;;flexible;pull;seated_row;2,0;False;;;;29;29;7,107;0,0;completed;0,3;;0,0;
D012;581,191;1536;exercise;U-0188;;flexible;upper;shoulder_press;1,0;False;;;;45;45;8,763;4,99;completed;0,114;;0,39;
D012;581,272;1537;supply_pickup;U-0190;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;46,0;
D012;581,3;1538;exercise;U-0198;;standard;upper;chest_press;1,0;False;;;;42;42;4,655;7,72;completed;0,266;;1,08;
D012;581,594;1539;visit;U-0203;;intense;push;gym;;;False;False;64,04;;1;51,62;8,58;completed;;;20,0;0,03
D012;581,786;1540;visit;U-0204;;express;full_body;gym;;;False;False;82,98;;1;26,66;9,2;incomplete;;;16,0;0,18
D012;581,828;1541;registration;U-0203;R-02;intense;;R-02;;;;;;;7;1,94;0,0;completed;;2,0;;
D012;581,937;1542;visit;U-0205;;express;upper;gym;;;False;False;83,12;;1;26,15;15,59;incomplete;;;17,0;0,32
D012;581,966;1543;registration;U-0204;R-01;express;;R-01;;;;;;;7;0,89;0,0;completed;;2,0;;
D012;582,084;1544;exercise;U-0190;;flexible;full_body;lat_pulldown;3,0;False;;;;36;36;7,724;0,0;completed;0,274;;0,43;
D012;582,204;1545;visit;U-0206;;intense;push;gym;;;False;True;51,46;;1;74,94;16,79;completed;;;29,0;0,05
D012;582,408;1546;visit;U-0207;;intense;legs;gym;;;True;False;58,6;;1;79,95;11,31;completed;;;29,0;0,03
D012;582,489;1547;exercise;U-0192;;express;push;shoulder_press;3,0;False;;;;;;;;omitted;;;;
D012;582,58;1548;exercise;U-0189;;express;upper;shoulder_press;4,0;False;;;;;;;;omitted;;;;
D012;582,861;1549;registration;U-0205;R-01;express;;R-01;;;;;;;7;1,01;0,74;completed;;2,0;;
D012;582,969;1550;supply_pickup;U-0196;;express;;towels;;;;;;;44;0,75;;completed;;2,0;44,0;
D012;583,348;1551;exercise;U-0185;;standard;upper;biceps_curl;4,0;False;;;;33;33;5,596;3,66;completed;0,374;;0,07;
D012;583,572;1552;exercise;U-0184;;intense;pull;cable;4,0;False;;;;43;43;10,41;0,0;completed;0,347;;0,0;
D012;583,765;1553;registration;U-0206;R-02;intense;;R-02;;;;;;;7;3,37;1,27;completed;;2,0;;
D012;583,872;1554;registration;U-0207;R-01;intense;;R-01;;;;;;;7;2,19;1,21;completed;;2,0;;
D012;584,066;1555;exercise;U-0203;;intense;push;chest_press;1,0;False;;;;47;47;10,148;0,0;completed;0,42;;1,25;
D012;584,931;1556;exercise;U-0182;;standard;push;cable;4,0;False;;;;8;8;10,935;0,0;completed;0,286;;0,19;
D012;585,027;1557;visit;U-0208;;standard;upper;gym;;;True;True;66,53;;1;84,69;17,02;completed;;;29,0;0,08
D012;585,09;1558;supply_pickup;U-0195;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;42,0;
D012;585,84;1559;supply_pickup;U-0191;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;40,0;
D012;585,906;1560;exercise;U-0195;;flexible;upper;chest_fly;3,0;False;;;;46;46;7,672;0,0;completed;0,208;;0,36;
D012;586,059;1561;registration;U-0208;R-01;standard;;R-01;;;;;;;7;2,28;0,81;completed;;2,0;;
D012;586,276;1562;exercise;U-0194;;standard;push;shoulder_press;2,0;False;;;;49;49;5,707;4,94;completed;0,167;;0,64;
D012;586,673;1563;exercise;U-0187;;flexible;upper;seated_row;4,0;False;;;;15;15;9,886;0,0;completed;0,173;;0,45;
D012;586,696;1564;exercise;U-0191;;standard;legs;leg_curl;3,0;False;;;;31;31;9,698;0,0;completed;0,321;;0,29;
D012;587,192;1565;visit;U-0209;;flexible;upper;gym;;;False;False;65,23;;1;47,2;10,69;completed;;;19,0;0,08
D012;587,422;1566;registration;U-0209;R-02;flexible;;R-02;;;;;;;7;1,88;0,0;completed;;2,0;;
D012;587,908;1567;assistance;U-0201;PT-01;standard;;lat_pulldown-02;;;;;;;22;;0,03;arrived;;;;
D012;587,908;1568;worker_travel;;PT-01;;;trainers;;;;;95,62;29;22;0,026;;completed;;;;
D012;587,934;1569;exercise;U-0201;;standard;upper;lat_pulldown;2,0;True;;;;22;22;6,581;0,0;completed;0,19;;1,02;
D012;588,094;1570;exercise;U-0204;;express;full_body;shoulder_press;1,0;False;;;;;;;;omitted;;;;
D012;588,327;1571;exercise;U-0183;;flexible;upper;seated_row;2,0;True;;;;;29;;7,0;pending;;;;
D012;588,341;1572;exercise;U-0202;;standard;full_body;leg_press;1,0;False;;;;26;26;12,476;7,54;completed;0,312;;1,01;
D012;588,419;1573;exercise;U-0199;;standard;legs;leg_extension;2,0;False;;;;12;12;7,83;0,0;completed;0,162;;0,44;
D012;588,795;1574;exercise;U-0196;;express;pull;seated_row;3,0;False;;;;;;;;omitted;;;;
D012;588,976;1575;exercise;U-0206;;intense;push;chest_press;1,0;False;;;;42;42;12,581;1,52;completed;0,284;;1,09;
D012;589,104;1576;exercise;U-0205;;express;upper;shoulder_press;1,0;False;;;;;;;;omitted;;;;
D012;589,204;1577;exercise;U-0197;;intense;push;shoulder_press;2,0;False;;;;45;45;11,734;6,03;completed;0,518;;0,67;
D012;589,331;1578;exercise;U-0204;;express;full_body;seated_row;2,0;False;;;;29;29;4,91;1,01;completed;0,183;;0,74;
D012;589,605;1579;supply_pickup;U-0180;;flexible;;water;;;;;;;48;0,75;;completed;1,25;;12,0;
D012;592,42;1580;exercise;U-0198;;standard;upper;lat_pulldown;2,0;False;;;;36;36;11,557;3,24;completed;0,271;;0,82;
D012;593,057;1581;exercise;U-0196;;express;pull;cable;4,0;False;;;;43;43;5,332;4,21;completed;0,335;;0,0;
D012;593,26;1582;supply_pickup;U-0184;;intense;;water;;;;;;;48;0,75;;completed;1,5;;10,5;
D012;594,179;1583;exercise;U-0205;;express;upper;seated_row;2,0;False;;;;29;29;4,932;4,85;completed;0,233;;0,58;
D012;594,317;1584;exercise;U-0204;;express;full_body;leg_extension;3,0;False;;;;10;10;3,801;0,0;completed;0,364;;0,46;
D012;594,732;1585;exercise;U-0209;;flexible;upper;seated_row;4,0;False;;;;15;15;6,218;5,13;completed;0,326;;1,02;
D012;594,84;1586;cardio;U-0191;;standard;legs;treadmill;;;True;;;35;35;26,989;0,0;completed;;;;
D012;595,122;1587;exercise;U-0200;;flexible;full_body;chest_fly;2,0;False;;;;46;46;7,082;0,0;completed;0,297;;0,48;
D012;595,844;1588;supply_pickup;U-0199;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;38,0;
D012;596,161;1589;visit;U-0210;;intense;pull;gym;;;False;True;56,47;;1;51,92;2,73;completed;;;26,0;0,01
D012;596,367;1590;exercise;U-0207;;intense;legs;leg_press;1,0;False;;;;26;26;20,94;10,11;completed;0,631;;1,02;
D012;596,427;1591;registration;U-0210;R-01;intense;;R-01;;;;;;;7;4,48;0,0;completed;;2,0;;
D012;596,594;1592;supply_pickup;U-0194;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;36,0;
D012;596,702;1593;exercise;U-0199;;standard;legs;leg_curl;3,0;False;;;;31;31;4,037;0,0;completed;0,175;;0,02;
D012;596,875;1594;exercise;U-0208;;standard;upper;lat_pulldown;2,0;False;;;;22;22;5,345;0,0;completed;0,329;;0,99;
D012;597,474;1595;supply_pickup;U-0196;;express;;water;;;;;;;48;0,75;;completed;1,0;;9,5;
D012;598,081;1596;exercise;U-0195;;flexible;upper;shoulder_press;1,0;False;;;;45;45;7,072;5,48;completed;0,173;;0,1;
D012;598,129;1597;supply_pickup;U-0197;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;34,0;
D012;598,356;1598;exercise;U-0205;;express;upper;biceps_curl;3,0;False;;;;33;33;3,661;0,0;completed;0,225;;0,18;
D012;599,58;1599;exercise;U-0190;;flexible;full_body;chest_press;2,0;False;;;;;47;;7,0;pending;;;;
D012;599,629;1600;supply_pickup;U-0204;;express;;towels;;;;;;;44;0,75;;completed;;2,0;32,0;
D012;599,884;1601;exercise;U-0202;;standard;full_body;chest_fly;2,0;False;;;;46;46;7,786;3,38;completed;0,294;;0,83;
D012;599,935;1602;visit;U-0211;;standard;push;gym;;;False;False;84,7;;1;38,15;12,68;completed;;;19,0;0,06
D012;600,112;1603;registration;U-0211;R-02;standard;;R-02;;;;;;;7;1,59;0,0;completed;;2,0;;
D012;600,379;1604;supply_pickup;U-0200;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;30,0;
D012;600,612;1605;assistance;U-0203;PT-02;intense;;shoulder_press-01;;;;;;;49;;0,0;arrived;;;;
D012;600,612;1606;exercise;U-0203;;intense;push;shoulder_press;2,0;True;;;;49;49;9,76;0,0;completed;0,597;;0,94;
D012;601,323;1607;exercise;U-0210;;intense;pull;seated_row;1,0;False;;;;29;29;7,246;0,0;completed;0,333;;1,07;
D012;601,9;1608;supply_pickup;U-0205;;express;;towels;;;;;;;44;0,75;;completed;;2,0;28,0;
D012;601,932;1609;exercise;U-0211;;standard;push;chest_press;1,0;False;;;;47;47;6,864;0,0;completed;0,266;;0,86;
D012;603,509;1610;exercise;U-0199;;standard;legs;cable;4,0;False;;;;43;43;6,583;0,0;completed;0,48;;0,0;
D012;603,628;1611;exercise;U-0204;;express;full_body;lat_pulldown;4,0;False;;;;36;36;4,001;3,19;completed;0,29;;0,3;
D012;603,69;1612;supply_pickup;U-0198;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;26,0;
D012;605,121;1613;visit;U-0212;;standard;push;gym;;;True;False;72,38;;1;34,7;24,0;incomplete;;;20,0;0,52
D012;605,121;1614;cardio;U-0212;;standard;push;treadmill;;;True;;;;;;;not_completed;;;;
D012;605,328;1615;registration;U-0212;R-01;standard;;R-01;;;;;;;7;2,46;0,0;completed;;2,0;;
D012;606,069;1616;exercise;U-0197;;intense;push;chest_fly;3,0;False;;;;46;46;6,088;7,1;completed;0,683;;0,26;
D012;606,099;1617;exercise;U-0209;;flexible;upper;lat_pulldown;2,0;False;;;;22;22;9,848;1,63;completed;0,326;;0,85;
D012;606,141;1618;supply_pickup;U-0202;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;24,0;
D012;606,498;1619;exercise;U-0198;;standard;upper;shoulder_press;3,0;False;;;;45;45;6,944;2,02;completed;0,351;;0,46;
D012;606,682;1620;cardio;U-0195;;flexible;upper;treadmill;;;True;;;35;35;12,372;0,0;completed;;;;
D012;607,71;1621;exercise;U-0205;;express;upper;chest_fly;4,0;False;;;;;;;;omitted;;;;
D012;608,017;1622;exercise;U-0202;;standard;full_body;lat_pulldown;3,0;False;;;;36;36;14,899;1,06;completed;0,246;;0,69;
D012;608,022;1623;exercise;U-0212;;standard;push;chest_press;1,0;False;;;;42;42;6,698;0,0;completed;0,264;;0,9;
D012;608,295;1624;exercise;U-0200;;flexible;full_body;lat_pulldown;3,0;False;;;;;49;;7,0;pending;;;;
D012;608,295;1625;exercise;U-0200;;flexible;full_body;shoulder_press;4,0;False;;;;;49;;7,0;pending;;;;
D012;609,372;1626;visit;U-0213;;intense;push;gym;;;True;True;64,41;;1;70,74;19,3;incomplete;;;27,0;0,27
D012;609,372;1627;cardio;U-0213;;intense;push;treadmill;;;True;;;;;;;not_completed;;;;
D012;609,466;1628;exercise;U-0201;;standard;upper;seated_row;4,0;False;;;;29;29;8,499;5,86;completed;0,222;;0,81;
D012;609,605;1629;registration;U-0213;R-02;intense;;R-02;;;;;;;7;1,73;0,0;completed;;2,0;;
D012;611,631;1630;exercise;U-0213;;intense;push;chest_press;1,0;False;;;;47;47;11,3;0,0;completed;0,493;;0,88;
D012;612,244;1631;exercise;U-0210;;intense;pull;lat_pulldown;2,0;False;;;;22;22;8,6;2,73;completed;0,345;;0,79;
D012;612,387;1632;supply_pickup;U-0209;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;22,0;
