repair_id;historical_day;failure_time;unit_id;machine_type;cell;repair_duration_min
REP-00426;H077;245,725;shoulder_press-02;shoulder_press;45;26,257
REP-00427;H077;260,34;chest_press-01;chest_press;42;12,484
REP-00428;H077;462,206;leg_extension-02;leg_extension;10;47,103
REP-00429;H077;580,682;leg_extension-01;leg_extension;12;15,279
REP-00430;H077;784,354;chest_press-02;chest_press;47;18,182
REP-00431;H078;29,18;shoulder_press-01;shoulder_press;49;13,447
REP-00432;H078;342,843;leg_press-02;leg_press;32;36,227
REP-00433;H078;469,734;leg_extension-02;leg_extension;10;19,077
REP-00434;H078;600,597;lat_pulldown-01;lat_pulldown;36;33,797
REP-00435;H078;810,494;lat_pulldown-02;lat_pulldown;22;48,0
REP-00436;H079;667,61;treadmill-04;treadmill;35;35,347
REP-00437;H080;132,329;seated_row-01;seated_row;15;19,084
REP-00438;H080;287,779;treadmill-04;treadmill;35;50,0
REP-00439;H080;449,871;seated_row-02;seated_row;29;11,803
REP-00440;H080;453,792;leg_extension-02;leg_extension;10;46,919
REP-00441;H080;470,529;leg_press-01;leg_press;26;47,354
REP-00442;H081;248,895;seated_row-02;seated_row;29;11,513
REP-00443;H081;311,166;shoulder_press-02;shoulder_press;45;16,634
REP-00444;H081;513,367;chest_press-01;chest_press;42;16,362
REP-00445;H082;202,523;treadmill-01;treadmill;14;20,989
REP-00446;H082;475,296;lat_pulldown-02;lat_pulldown;22;27,693
REP-00447;H082;506,522;biceps_curl-02;biceps_curl;33;22,269
REP-00448;H082;812,103;chest_press-02;chest_press;47;22,617
REP-00449;H082;836,645;leg_curl-01;leg_curl;31;21,629
REP-00450;H083;47,687;cable-02;cable;43;51,96
REP-00451;H083;85,906;leg_curl-01;leg_curl;31;51,916
REP-00452;H083;144,235;cable-02;cable;43;39,465
REP-00453;H083;479,264;treadmill-02;treadmill;21;45,283
REP-00454;H083;810,049;leg_curl-01;leg_curl;31;35,846
REP-00455;H084;290,685;lat_pulldown-01;lat_pulldown;36;24,885
REP-00456;H084;381,639;seated_row-01;seated_row;15;14,508
REP-00457;H084;521,408;seated_row-01;seated_row;15;22,636
REP-00458;H084;590,929;chest_press-01;chest_press;42;30,723
REP-00459;H085;219,382;shoulder_press-01;shoulder_press;49;19,268
REP-00460;H085;234,354;shoulder_press-02;shoulder_press;45;14,6
REP-00461;H085;426,98;leg_extension-02;leg_extension;10;7,965
REP-00462;H085;460,256;shoulder_press-02;shoulder_press;45;16,46
REP-00463;H085;528,096;lat_pulldown-02;lat_pulldown;22;11,551
REP-00464;H085;570,314;seated_row-01;seated_row;15;14,947
REP-00465;H085;636,527;shoulder_press-02;shoulder_press;45;26,175
REP-00466;H085;793,59;cable-02;cable;43;17,051
REP-00467;H086;323,898;lat_pulldown-01;lat_pulldown;36;36,058
REP-00468;H086;684,68;chest_fly-01;chest_fly;46;29,312
REP-00469;H086;697,97;leg_press-01;leg_press;26;38,675
REP-00470;H086;704,675;cable-02;cable;43;12,681
REP-00471;H086;835,003;treadmill-02;treadmill;21;42,229
REP-00472;H087;115,693;shoulder_press-01;shoulder_press;49;36,181
REP-00473;H087;260,057;cable-01;cable;8;38,295
REP-00474;H087;836,213;leg_curl-02;leg_curl;24;25,377
REP-00475;H088;72,828;chest_press-01;chest_press;42;6,121
REP-00476;H088;674,176;seated_row-01;seated_row;15;13,695
REP-00477;H089;140,722;treadmill-03;treadmill;28;20,464
REP-00478;H089;188,593;leg_press-01;leg_press;26;36,451
REP-00479;H089;247,558;chest_fly-01;chest_fly;46;16,606
REP-00480;H089;312,473;leg_press-01;leg_press;26;46,47
REP-00481;H089;344,959;shoulder_press-01;shoulder_press;49;27,6
REP-00482;H089;586,197;seated_row-02;seated_row;29;26,115
REP-00483;H090;180,791;treadmill-04;treadmill;35;36,93
REP-00484;H090;507,427;leg_press-02;leg_press;32;44,794
REP-00485;H090;508,966;shoulder_press-02;shoulder_press;45;49,532
REP-00486;H090;565,933;leg_press-01;leg_press;26;16,111
REP-00487;H091;31,72;chest_press-01;chest_press;42;15,074
REP-00488;H091;113,168;leg_extension-02;leg_extension;10;51,727
REP-00489;H091;269,305;cable-02;cable;43;22,085
REP-00490;H091;382,123;leg_press-02;leg_press;32;36,815
REP-00491;H091;569,404;chest_press-01;chest_press;42;33,572
REP-00492;H091;761,402;lat_pulldown-02;lat_pulldown;22;23,21
REP-00493;H092;294,766;biceps_curl-02;biceps_curl;33;28,427
REP-00494;H092;334,188;shoulder_press-02;shoulder_press;45;16,762
REP-00495;H092;425,596;chest_press-01;chest_press;42;40,516
REP-00496;H092;426,173;shoulder_press-01;shoulder_press;49;10,603
REP-00497;H092;478,279;lat_pulldown-01;lat_pulldown;36;19,092
REP-00498;H092;532,163;cable-01;cable;8;20,713
REP-00499;H092;726,45;treadmill-01;treadmill;14;35,562
REP-00500;H092;780,517;leg_press-01;leg_press;26;49,188
REP-00501;H092;804,448;lat_pulldown-01;lat_pulldown;36;13,07
REP-00502;H092;804,933;leg_extension-02;leg_extension;10;34,463
REP-00503;H093;443,664;leg_curl-01;leg_curl;31;21,887
REP-00504;H093;502,596;seated_row-01;seated_row;15;20,622
REP-00505;H093;619,015;chest_fly-01;chest_fly;46;17,29
REP-00506;H093;694,291;biceps_curl-02;biceps_curl;33;17,822
REP-00507;H093;762,809;cable-01;cable;8;15,319
REP-00508;H093;852,534;leg_curl-02;leg_curl;24;21,881
REP-00509;H094;795,111;biceps_curl-02;biceps_curl;33;40,122
REP-00510;H095;32,238;biceps_curl-01;biceps_curl;11;15,725
REP-00511;H095;161,39;seated_row-01;seated_row;15;34,344
REP-00512;H095;830,39;leg_press-01;leg_press;26;33,657
REP-00513;H095;910,646;cable-02;cable;43;18,936
REP-00514;H096;42,321;lat_pulldown-02;lat_pulldown;22;16,37
REP-00515;H096;316,262;leg_press-02;leg_press;32;22,686
REP-00516;H096;406,659;shoulder_press-01;shoulder_press;49;14,554
REP-00517;H096;414,606;cable-01;cable;8;31,445
REP-00518;H097;71,951;chest_press-02;chest_press;47;21,014
REP-00519;H097;433,604;leg_press-01;leg_press;26;18,987
REP-00520;H097;457,522;leg_press-02;leg_press;32;26,177
REP-00521;H097;524,958;leg_extension-02;leg_extension;10;19,536
REP-00522;H097;585,161;treadmill-02;treadmill;21;35,771
REP-00523;H097;633,392;lat_pulldown-01;lat_pulldown;36;15,454
REP-00524;H097;654,441;lat_pulldown-02;lat_pulldown;22;32,338
REP-00525;H097;660,134;seated_row-02;seated_row;29;20,213
REP-00526;H097;736,081;leg_extension-01;leg_extension;12;33,588
REP-00527;H097;827,415;leg_curl-02;leg_curl;24;34,468
REP-00528;H098;48,359;cable-01;cable;8;27,402
REP-00529;H098;212,533;seated_row-02;seated_row;29;27,337
REP-00530;H098;223,981;leg_extension-01;leg_extension;12;31,71
REP-00531;H098;338,03;seated_row-02;seated_row;29;11,393
REP-00532;H098;479,44;biceps_curl-01;biceps_curl;11;22,119
REP-00533;H098;515,513;seated_row-02;seated_row;29;27,529
REP-00534;H098;603,661;chest_fly-01;chest_fly;46;40,724
REP-00535;H098;647,956;leg_extension-01;leg_extension;12;12,274
REP-00536;H098;862,6;seated_row-02;seated_row;29;33,725
REP-00537;H099;283,841;leg_curl-01;leg_curl;31;21,683
REP-00538;H099;366,147;biceps_curl-02;biceps_curl;33;15,259
REP-00539;H099;425,516;shoulder_press-01;shoulder_press;49;15,62
REP-00540;H100;298,177;leg_extension-02;leg_extension;10;19,408
REP-00541;H100;804,453;lat_pulldown-01;lat_pulldown;36;32,121
REP-00542;H101;105,331;biceps_curl-02;biceps_curl;33;20,253
REP-00543;H101;516,103;leg_press-02;leg_press;32;35,464
REP-00544;H101;663,51;treadmill-01;treadmill;14;11,226
REP-00545;H101;774,072;leg_press-02;leg_press;32;24,285
REP-00546;H102;66,117;seated_row-02;seated_row;29;31,909
REP-00547;H102;243,343;leg_press-02;leg_press;32;39,829
REP-00548;H102;308,36;seated_row-02;seated_row;29;34,059
REP-00549;H102;384,732;treadmill-04;treadmill;35;44,312
REP-00550;H102;470,653;biceps_curl-01;biceps_curl;11;13,877
REP-00551;H103;83,751;seated_row-01;seated_row;15;46,699
REP-00552;H103;138,072;leg_press-02;leg_press;32;42,623
REP-00553;H103;219,306;chest_press-02;chest_press;47;18,952
REP-00554;H103;354,291;seated_row-02;seated_row;29;19,271
REP-00555;H103;445,939;seated_row-02;seated_row;29;12,199
REP-00556;H103;646,112;chest_press-02;chest_press;47;16,697
REP-00557;H104;122,635;chest_press-02;chest_press;47;15,371
REP-00558;H104;198,904;leg_press-01;leg_press;26;14,679
REP-00559;H104;377,829;chest_fly-01;chest_fly;46;11,528
REP-00560;H104;467,957;cable-01;cable;8;11,438
REP-00561;H104;563,114;leg_press-02;leg_press;32;23,949
REP-00562;H104;741,038;chest_press-02;chest_press;47;23,12
REP-00563;H105;322,024;chest_fly-01;chest_fly;46;33,904
REP-00564;H105;412,624;cable-02;cable;43;18,792
REP-00565;H106;152,145;chest_press-02;chest_press;47;13,683
REP-00566;H106;215,439;treadmill-01;treadmill;14;41,671
REP-00567;H106;357,702;biceps_curl-02;biceps_curl;33;34,455
REP-00568;H106;492,907;chest_press-01;chest_press;42;10,501
REP-00569;H106;520,908;chest_press-01;chest_press;42;46,826
REP-00570;H106;691,794;leg_curl-02;leg_curl;24;34,472
REP-00571;H106;805,611;leg_curl-02;leg_curl;24;28,223
REP-00572;H106;835,045;seated_row-02;seated_row;29;6,526
REP-00573;H107;192,348;lat_pulldown-02;lat_pulldown;22;17,395
REP-00574;H107;210,447;leg_curl-02;leg_curl;24;58,319
REP-00575;H107;253,546;shoulder_press-02;shoulder_press;45;32,96
REP-00576;H107;328,98;treadmill-04;treadmill;35;50,0
REP-00577;H107;337,293;leg_extension-01;leg_extension;12;30,759
REP-00578;H107;344,562;leg_curl-01;leg_curl;31;47,137
REP-00579;H107;351,676;treadmill-03;treadmill;28;50,0
REP-00580;H107;426,108;leg_curl-01;leg_curl;31;21,237
REP-00581;H107;427,186;treadmill-02;treadmill;21;50,0
REP-00582;H107;483,518;shoulder_press-02;shoulder_press;45;14,834
REP-00583;H107;602,854;cable-02;cable;43;22,689
REP-00584;H107;803,706;leg_press-02;leg_press;32;28,463
REP-00585;H108;138,962;biceps_curl-01;biceps_curl;11;16,51
REP-00586;H108;196,167;chest_fly-01;chest_fly;46;10,317
REP-00587;H108;226,809;chest_press-01;chest_press;42;14,906
REP-00588;H108;375,421;leg_curl-02;leg_curl;24;22,439
REP-00589;H108;446,421;seated_row-02;seated_row;29;10,17
REP-00590;H108;700,677;cable-02;cable;43;12,984
REP-00591;H109;129,654;leg_press-02;leg_press;32;25,096
REP-00592;H109;160,373;leg_press-01;leg_press;26;44,959
REP-00593;H109;236,788;shoulder_press-01;shoulder_press;49;14,696
REP-00594;H109;323,057;lat_pulldown-02;lat_pulldown;22;18,632
REP-00595;H109;574,692;leg_extension-01;leg_extension;12;38,887
REP-00596;H109;690,981;treadmill-03;treadmill;28;38,697
REP-00597;H110;217,233;seated_row-02;seated_row;29;13,469
REP-00598;H110;239,935;chest_fly-01;chest_fly;46;10,667
REP-00599;H110;264,311;chest_press-01;chest_press;42;19,383
REP-00600;H110;365,703;lat_pulldown-01;lat_pulldown;36;39,398
REP-00601;H110;386,247;leg_press-02;leg_press;32;39,267
REP-00602;H110;553,764;seated_row-02;seated_row;29;35,442
REP-00603;H110;754,76;treadmill-04;treadmill;35;40,822
REP-00604;H110;783,909;biceps_curl-01;biceps_curl;11;20,03
REP-00605;H111;27,449;cable-01;cable;8;15,925
REP-00606;H111;193,303;chest_press-02;chest_press;47;20,233
REP-00607;H111;216,209;treadmill-04;treadmill;35;26,064
REP-00608;H111;242,125;seated_row-01;seated_row;15;18,886
REP-00609;H111;445,826;leg_curl-01;leg_curl;31;34,372
REP-00610;H111;557,695;shoulder_press-02;shoulder_press;45;11,068
REP-00611;H111;705,794;biceps_curl-02;biceps_curl;33;12,594
REP-00612;H111;715,936;leg_curl-02;leg_curl;24;55,345
REP-00613;H111;758,997;leg_curl-01;leg_curl;31;11,917
REP-00614;H112;100,626;leg_extension-02;leg_extension;10;28,612
REP-00615;H112;281,665;leg_extension-01;leg_extension;12;47,521
REP-00616;H112;670,693;biceps_curl-02;biceps_curl;33;23,957
REP-00617;H112;740,363;treadmill-04;treadmill;35;34,511
REP-00618;H113;169,513;lat_pulldown-01;lat_pulldown;36;36,85
REP-00619;H113;351,298;leg_extension-01;leg_extension;12;47,999
REP-00620;H113;361,598;seated_row-01;seated_row;15;28,056
REP-00621;H113;548,648;shoulder_press-01;shoulder_press;49;28,717
REP-00622;H113;559,989;leg_press-01;leg_press;26;20,964
REP-00623;H113;623,562;chest_fly-01;chest_fly;46;16,126
REP-00624;H114;720,096;leg_press-02;leg_press;32;23,645
REP-00625;H114;736,427;leg_curl-02;leg_curl;24;26,992
REP-00626;H114;777,327;chest_press-02;chest_press;47;6,761
REP-00627;H114;823,635;chest_fly-01;chest_fly;46;12,4
REP-00628;H114;836,33;leg_press-02;leg_press;32;27,316
REP-00629;H115;251,442;biceps_curl-01;biceps_curl;11;15,106
REP-00630;H115;434,194;leg_extension-02;leg_extension;10;11,578
REP-00631;H115;475,848;chest_fly-01;chest_fly;46;38,923
REP-00632;H115;532,202;cable-01;cable;8;13,645
REP-00633;H115;638,127;cable-02;cable;43;31,095
REP-00634;H115;774,78;leg_extension-02;leg_extension;10;37,892
REP-00635;H115;828,685;lat_pulldown-02;lat_pulldown;22;21,241
REP-00636;H116;77,197;leg_extension-01;leg_extension;12;22,214
REP-00637;H116;124,765;shoulder_press-02;shoulder_press;45;34,504
REP-00638;H116;285,651;treadmill-03;treadmill;28;34,899
REP-00639;H116;462,574;cable-01;cable;8;30,768
REP-00640;H117;61,455;leg_curl-01;leg_curl;31;42,02
REP-00641;H117;181,599;seated_row-01;seated_row;15;19,965
REP-00642;H117;244,731;leg_extension-02;leg_extension;10;16,838
REP-00643;H117;423,796;chest_press-01;chest_press;42;17,387
REP-00644;H117;534,694;leg_curl-01;leg_curl;31;36,226
REP-00645;H117;574,947;chest_press-02;chest_press;47;15,64
REP-00646;H117;820,626;lat_pulldown-01;lat_pulldown;36;16,309
REP-00647;H118;81,756;shoulder_press-02;shoulder_press;45;12,63
REP-00648;H118;81,89;biceps_curl-01;biceps_curl;11;24,992
REP-00649;H118;84,248;cable-02;cable;43;21,205
REP-00650;H118;159,737;chest_press-02;chest_press;47;15,268
REP-00651;H118;448,393;chest_press-01;chest_press;42;37,412
REP-00652;H118;468,24;chest_fly-01;chest_fly;46;15,715
REP-00653;H118;508,231;shoulder_press-02;shoulder_press;45;22,613
REP-00654;H118;625,228;leg_extension-02;leg_extension;10;26,099
REP-00655;H118;651,683;seated_row-01;seated_row;15;32,67
REP-00656;H118;737,873;chest_fly-01;chest_fly;46;37,433
REP-00657;H119;436,74;shoulder_press-01;shoulder_press;49;19,605
REP-00658;H119;520,701;chest_fly-01;chest_fly;46;14,523
REP-00659;H119;662,592;biceps_curl-01;biceps_curl;11;20,99
REP-00660;H119;787,9;chest_fly-01;chest_fly;46;13,875
REP-00661;H120;41,632;shoulder_press-02;shoulder_press;45;12,661
REP-00662;H120;105,36;lat_pulldown-01;lat_pulldown;36;11,503
REP-00663;H120;336,801;leg_extension-02;leg_extension;10;29,442
REP-00664;H120;418,798;leg_extension-02;leg_extension;10;37,04
REP-00665;H120;460,551;seated_row-01;seated_row;15;48,0
REP-00666;H121;199,626;treadmill-01;treadmill;14;50,0
REP-00667;H121;210,745;cable-02;cable;43;21,52
REP-00668;H121;375,882;biceps_curl-02;biceps_curl;33;18,3
REP-00669;H121;652,347;lat_pulldown-01;lat_pulldown;36;20,951
REP-00670;H121;772,562;treadmill-02;treadmill;21;28,906
REP-00671;H121;813,716;leg_extension-02;leg_extension;10;57,007
REP-00672;H121;845,481;seated_row-02;seated_row;29;18,526
REP-00673;H122;315,882;leg_extension-02;leg_extension;10;41,559
REP-00674;H122;665,592;chest_press-01;chest_press;42;12,048
REP-00675;H122;675,626;seated_row-02;seated_row;29;9,669
REP-00676;H123;377,929;cable-01;cable;8;37,337
REP-00677;H123;433,648;chest_fly-01;chest_fly;46;35,559
REP-00678;H123;448,1;biceps_curl-02;biceps_curl;33;21,533
REP-00679;H123;457,811;biceps_curl-01;biceps_curl;11;23,121
REP-00680;H123;538,799;chest_fly-01;chest_fly;46;17,144
REP-00681;H123;539,503;leg_extension-02;leg_extension;10;16,44
REP-00682;H123;706,919;chest_press-02;chest_press;47;17,405
REP-00683;H124;150,598;seated_row-01;seated_row;15;23,077
REP-00684;H124;234,757;lat_pulldown-02;lat_pulldown;22;28,059
REP-00685;H124;532,914;chest_fly-01;chest_fly;46;36,932
REP-00686;H124;626,247;leg_extension-02;leg_extension;10;22,449
REP-00687;H124;630,308;leg_curl-01;leg_curl;31;17,047
REP-00688;H125;167,127;leg_press-01;leg_press;26;27,36
REP-00689;H125;191,581;leg_press-02;leg_press;32;37,971
REP-00690;H125;205,421;shoulder_press-01;shoulder_press;49;21,574
REP-00691;H125;394,604;seated_row-02;seated_row;29;21,947
REP-00692;H125;648,011;leg_extension-01;leg_extension;12;23,608
REP-00693;H126;48,19;treadmill-04;treadmill;35;42,514
REP-00694;H126;100,586;leg_curl-01;leg_curl;31;42,269
REP-00695;H126;131,668;leg_press-01;leg_press;26;23,866
REP-00696;H126;180,996;biceps_curl-02;biceps_curl;33;20,783
REP-00697;H126;844,403;leg_extension-01;leg_extension;12;23,238
REP-00698;H127;35,047;lat_pulldown-02;lat_pulldown;22;25,861
REP-00699;H127;91,097;biceps_curl-02;biceps_curl;33;22,643
REP-00700;H127;223,091;leg_extension-02;leg_extension;10;23,742
REP-00701;H127;583,234;treadmill-04;treadmill;35;22,21
REP-00702;H127;597,124;seated_row-02;seated_row;29;11,001
REP-00703;H127;600,479;lat_pulldown-01;lat_pulldown;36;8,865
REP-00704;H127;776,037;treadmill-01;treadmill;14;19,649
REP-00705;H127;787,499;treadmill-04;treadmill;35;26,08
REP-00706;H127;803,176;treadmill-03;treadmill;28;34,465
REP-00707;H127;851,156;leg_extension-01;leg_extension;12;43,84
REP-00708;H128;63,943;shoulder_press-01;shoulder_press;49;7,796
REP-00709;H128;342,43;leg_curl-01;leg_curl;31;19,887
REP-00710;H128;371,743;seated_row-02;seated_row;29;11,944
REP-00711;H128;471,396;chest_press-02;chest_press;47;15,298
REP-00712;H128;655,654;treadmill-03;treadmill;28;36,442
REP-00713;H128;676,634;leg_press-01;leg_press;26;21,229
REP-00714;H129;92,518;seated_row-02;seated_row;29;29,387
REP-00715;H129;189,435;leg_press-01;leg_press;26;54,592
REP-00716;H129;623,931;leg_curl-02;leg_curl;24;42,575
REP-00717;H129;729,241;biceps_curl-02;biceps_curl;33;17,523
REP-00718;H130;149,76;leg_extension-02;leg_extension;10;50,496
REP-00719;H130;258,318;leg_curl-02;leg_curl;24;23,519
REP-00720;H130;391,479;seated_row-02;seated_row;29;25,353
REP-00721;H130;835,405;treadmill-01;treadmill;14;26,131
REP-00722;H131;163,238;biceps_curl-01;biceps_curl;11;42,927
REP-00723;H131;224,407;leg_press-01;leg_press;26;55,188
REP-00724;H131;383,687;seated_row-02;seated_row;29;16,431
REP-00725;H131;792,644;leg_curl-01;leg_curl;31;20,939
REP-00726;H132;64,921;shoulder_press-02;shoulder_press;45;10,666
REP-00727;H132;287,731;shoulder_press-02;shoulder_press;45;23,381
REP-00728;H132;710,0;cable-02;cable;43;34,091
REP-00729;H132;756,054;leg_curl-02;leg_curl;24;10,372
REP-00730;H132;773,271;seated_row-02;seated_row;29;13,611
REP-00731;H132;795,907;leg_press-02;leg_press;32;12,025
REP-00732;H133;48,342;shoulder_press-02;shoulder_press;45;21,705
REP-00733;H133;85,927;seated_row-01;seated_row;15;28,355
REP-00734;H133;97,438;chest_fly-01;chest_fly;46;11,237
REP-00735;H133;225,88;shoulder_press-01;shoulder_press;49;16,134
REP-00736;H133;270,82;chest_press-01;chest_press;42;22,683
REP-00737;H133;310,34;leg_curl-02;leg_curl;24;33,945
REP-00738;H133;464,658;chest_fly-01;chest_fly;46;8,483
REP-00739;H133;468,412;lat_pulldown-02;lat_pulldown;22;27,796
REP-00740;H133;720,11;chest_press-01;chest_press;42;14,049
REP-00741;H133;737,587;chest_press-02;chest_press;47;24,279
REP-00742;H134;164,403;cable-02;cable;43;16,235
REP-00743;H134;254,323;chest_fly-01;chest_fly;46;45,03
REP-00744;H134;336,183;lat_pulldown-02;lat_pulldown;22;24,599
REP-00745;H134;494,058;shoulder_press-02;shoulder_press;45;21,306
REP-00746;H134;527,222;chest_fly-01;chest_fly;46;12,125
REP-00747;H134;591,543;biceps_curl-02;biceps_curl;33;15,663
REP-00748;H134;749,948;leg_extension-02;leg_extension;10;37,417
REP-00749;H135;684,419;leg_extension-01;leg_extension;12;26,46
REP-00750;H135;743,611;seated_row-01;seated_row;15;25,069
REP-00751;H135;747,397;cable-01;cable;8;20,126
REP-00752;H135;813,958;shoulder_press-01;shoulder_press;49;11,75
REP-00753;H136;164,377;leg_curl-01;leg_curl;31;50,065
REP-00754;H136;462,635;cable-01;cable;8;15,085
REP-00755;H136;764,633;cable-01;cable;8;20,465
REP-00756;H136;898,656;cable-01;cable;8;25,139
REP-00757;H137;293,779;seated_row-02;seated_row;29;26,935
REP-00758;H137;396,851;chest_press-02;chest_press;47;14,961
REP-00759;H137;468,255;shoulder_press-02;shoulder_press;45;37,828
REP-00760;H137;661,037;leg_press-02;leg_press;32;35,495
REP-00761;H137;677,656;lat_pulldown-02;lat_pulldown;22;13,379
REP-00762;H137;699,263;chest_fly-01;chest_fly;46;13,323
REP-00763;H137;875,242;cable-02;cable;43;22,575
REP-00764;H138;701,458;leg_curl-02;leg_curl;24;32,624
REP-00765;H138;734,56;lat_pulldown-02;lat_pulldown;22;23,407
REP-00766;H138;785,298;chest_press-02;chest_press;47;18,553
REP-00767;H139;86,684;lat_pulldown-01;lat_pulldown;36;27,815
REP-00768;H139;106,982;leg_extension-02;leg_extension;10;34,411
REP-00769;H139;287,773;lat_pulldown-01;lat_pulldown;36;20,875
REP-00770;H139;304,998;leg_curl-02;leg_curl;24;25,736
REP-00771;H139;482,877;chest_press-01;chest_press;42;10,272
REP-00772;H139;513,992;leg_curl-01;leg_curl;31;58,559
REP-00773;H139;742,958;seated_row-02;seated_row;29;24,858
REP-00774;H139;812,702;cable-02;cable;43;22,258
REP-00775;H140;252,335;cable-02;cable;43;22,505
REP-00776;H140;564,209;leg_press-02;leg_press;32;23,749
REP-00777;H140;643,644;shoulder_press-02;shoulder_press;45;10,394
REP-00778;H140;738,754;lat_pulldown-02;lat_pulldown;22;34,161
REP-00779;H140;814,983;treadmill-04;treadmill;35;35,828
REP-00780;H141;176,29;chest_press-02;chest_press;47;8,845
REP-00781;H141;199,775;leg_press-02;leg_press;32;39,2
REP-00782;H141;243,969;shoulder_press-01;shoulder_press;49;35,639
REP-00783;H141;307,139;seated_row-01;seated_row;15;13,44
REP-00784;H141;561,971;treadmill-04;treadmill;35;50,0
REP-00785;H141;577,081;leg_curl-01;leg_curl;31;26,588
REP-00786;H141;660,39;lat_pulldown-02;lat_pulldown;22;25,36
REP-00787;H142;246,778;shoulder_press-01;shoulder_press;49;15,197
REP-00788;H142;321,847;chest_press-01;chest_press;42;28,307
REP-00789;H142;323,582;seated_row-01;seated_row;15;17,612
REP-00790;H143;191,74;treadmill-01;treadmill;14;25,975
REP-00791;H143;210,166;chest_fly-01;chest_fly;46;17,197
REP-00792;H143;410,11;seated_row-01;seated_row;15;12,809
REP-00793;H143;692,955;cable-01;cable;8;21,247
REP-00794;H143;720,133;leg_curl-01;leg_curl;31;36,111
REP-00795;H144;56,089;leg_extension-02;leg_extension;10;36,567
REP-00796;H144;181,041;treadmill-01;treadmill;14;20,699
REP-00797;H144;318,789;treadmill-01;treadmill;14;31,807
REP-00798;H144;632,476;lat_pulldown-01;lat_pulldown;36;18,053
REP-00799;H144;804,993;leg_press-02;leg_press;32;33,905
REP-00800;H144;829,105;chest_fly-01;chest_fly;46;42,422
REP-00801;H144;864,962;biceps_curl-02;biceps_curl;33;16,305
REP-00802;H145;129,206;leg_press-02;leg_press;32;54,695
REP-00803;H146;129,61;biceps_curl-02;biceps_curl;33;10,77
REP-00804;H146;166,557;shoulder_press-02;shoulder_press;45;17,924
REP-00805;H146;336,818;lat_pulldown-01;lat_pulldown;36;20,436
REP-00806;H146;393,317;cable-02;cable;43;18,705
REP-00807;H146;424,669;chest_press-01;chest_press;42;6,76
REP-00808;H146;448,779;seated_row-01;seated_row;15;25,332
REP-00809;H146;611,784;shoulder_press-02;shoulder_press;45;24,27
REP-00810;H146;658,926;seated_row-01;seated_row;15;36,853
REP-00811;H146;684,333;seated_row-02;seated_row;29;14,964
REP-00812;H146;746,896;treadmill-01;treadmill;14;32,425
REP-00813;H146;752,409;leg_curl-02;leg_curl;24;-31,622
REP-00814;H147;17,263;leg_press-01;leg_press;26;16,811
REP-00815;H147;315,394;shoulder_press-01;shoulder_press;49;22,435
REP-00816;H147;440,317;chest_press-02;chest_press;47;14,869
REP-00817;H147;498,083;chest_press-02;chest_press;47;19,329
REP-00818;H147;543,439;shoulder_press-02;shoulder_press;45;29,21
REP-00819;H147;547,375;shoulder_press-01;shoulder_press;49;18,146
REP-00820;H147;756,904;cable-01;cable;8;41,737
REP-00821;H148;36,647;chest_fly-01;chest_fly;46;53,714
REP-00822;H148;249,332;leg_curl-02;leg_curl;24;27,762
REP-00823;H148;408,212;lat_pulldown-01;lat_pulldown;36;12,933
REP-00824;H148;858,41;leg_extension-01;leg_extension;12;23,547
REP-00825;H149;435,078;leg_curl-02;leg_curl;24;37,545
REP-00826;H149;448,722;leg_extension-01;leg_extension;12;52,895
REP-00827;H149;570,581;chest_fly-01;chest_fly;46;14,528
REP-00828;H149;665,187;cable-02;cable;43;26,493
REP-00829;H149;667,427;lat_pulldown-01;lat_pulldown;36;20,06
REP-00830;H149;758,967;cable-02;cable;43;23,21
REP-00831;H149;825,602;chest_fly-01;chest_fly;46;21,295
REP-00832;H150;578,777;shoulder_press-01;shoulder_press;49;26,384
REP-00833;H151;96,578;lat_pulldown-02;lat_pulldown;22;32,416
REP-00834;H151;102,099;cable-02;cable;43;23,153
REP-00835;H151;232,752;lat_pulldown-01;lat_pulldown;36;13,461
REP-00836;H151;313,896;lat_pulldown-01;lat_pulldown;36;16,284
REP-00837;H151;477,803;leg_curl-01;leg_curl;31;28,871
REP-00838;H151;760,682;lat_pulldown-01;lat_pulldown;36;12,283
REP-00839;H152;30,851;chest_fly-01;chest_fly;46;27,095
REP-00840;H152;91,919;seated_row-01;seated_row;15;36,205
REP-00841;H152;551,736;seated_row-01;seated_row;15;18,375
REP-00842;H152;729,996;leg_curl-02;leg_curl;24;28,347
REP-00843;H152;754,437;lat_pulldown-02;lat_pulldown;22;7,65
REP-00844;H152;841,438;lat_pulldown-01;lat_pulldown;36;17,361
REP-00845;H153;278,245;leg_curl-01;leg_curl;31;39,507
REP-00846;H153;570,068;lat_pulldown-01;lat_pulldown;36;14,046
REP-00847;H154;587,133;biceps_curl-02;biceps_curl;33;34,039
REP-00848;H154;687,195;treadmill-02;treadmill;21;50,0
REP-00849;H154;820,016;leg_curl-02;leg_curl;24;23,622
REP-00850;H154;862,504;seated_row-02;seated_row;29;12,475
REP-00851;H154;881,263;leg_press-02;leg_press;32;38,275
REP-00852;H155;616,063;seated_row-01;seated_row;15;11,521
REP-00853;H155;813,731;chest_fly-01;chest_fly;46;31,136
REP-00854;H156;115,283;leg_curl-01;leg_curl;31;23,403
REP-00855;H156;184,71;chest_fly-01;chest_fly;46;27,113
